,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
0,0.21600315333070555,0.23529411764705882,0.14125066660483665,0.6020408163265306,0.23529411764705882,0.843937575030012,0.524390243902439,0.23529411764705882,0.23529411764705882
1,0.23056092843326886,0.23529411764705882,0.18914552281260666,0.5851063829787234,0.23529411764705882,0.8698372966207759,0.5465116279069767,0.23529411764705882,0.23529411764705882
2,0.388394584139265,0.39215686274509803,0.36299920354989196,0.6395348837209303,0.39215686274509803,0.8303693570451437,0.6025641025641025,0.39215686274509803,0.39215686274509803
3,0.30020790020790017,0.35294117647058826,0.25877461171578814,0.34444444444444444,0.35294117647058826,0.34204793028322444,0.432258064516129,0.35294117647058826,0.35294117647058826
4,0.30947775628626695,0.3137254901960784,0.2808055523950393,0.49127906976744184,0.3137254901960784,0.6282489740082079,0.4935897435897436,0.3137254901960784,0.3137254901960784
5,0.34385964912280703,0.35294117647058826,0.30904712762297903,0.5145348837209303,0.35294117647058826,0.6207250341997265,0.5096525096525096,0.35294117647058826,0.35294117647058826
6,0.32995688890223696,0.34477124183006536,0.2889325269482505,0.4814381163125443,0.34477124183006536,0.5607930756894675,0.48888888888888893,0.34477124183006536,0.34477124183006536
7,0.40605590062111807,0.4117647058823529,0.38207891852393133,0.5585365853658537,0.4117647058823529,0.6579626972740316,0.5444444444444445,0.4117647058823529,0.4117647058823529
8,0.25,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.5,0.3333333333333333,0.3333333333333333
9,0.3703703703703704,0.37254901960784315,0.3493100944081337,0.627906976744186,0.37254901960784315,0.8394892840857274,0.6,0.37254901960784315,0.37254901960784315
