,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
0,0.35238095238095235,0.37254901960784315,0.30980392156862746,0.5162337662337663,0.37254901960784315,0.590017825311943,0.5089285714285714,0.37254901960784315,0.37254901960784315
1,0.1736111111111111,0.17647058823529413,0.14025054466230935,0.3652173913043478,0.17647058823529413,0.5263427109974425,0.40988372093023256,0.17647058823529413,0.17647058823529413
2,0.3768230193141506,0.39215686274509803,0.3327382194501766,0.6555555555555556,0.39215686274509803,0.8108932461873638,0.5810810810810811,0.39215686274509803,0.39215686274509803
3,0.4804075235109718,0.49019607843137253,0.4706189685905711,0.5222222222222221,0.49019607843137253,0.5328976034858388,0.5188087774294671,0.49019607843137253,0.49019607843137253
4,0.24550179928028787,0.27450980392156865,0.1671801867488299,0.6224489795918368,0.27450980392156865,0.8223289315726291,0.5256410256410257,0.27450980392156865,0.27450980392156865
5,0.5029239766081872,0.5098039215686274,0.4811374842334596,0.6951219512195121,0.5098039215686274,0.8087039693926351,0.6428571428571428,0.5098039215686274,0.5098039215686274
6,0.280564263322884,0.29411764705882354,0.22441453070256315,0.6170212765957447,0.29411764705882354,0.8347934918648311,0.55,0.29411764705882354,0.29411764705882354
7,0.3330769230769231,0.3333333333333333,0.32564102564102565,0.5097560975609756,0.3333333333333333,0.6747967479674797,0.5090909090909091,0.3333333333333333,0.3333333333333333
8,0.3664596273291925,0.37254901960784315,0.4017781025453659,0.475,0.37254901960784315,0.6313725490196078,0.46818181818181814,0.37254901960784315,0.37254901960784315
9,0.25967741935483873,0.29411764705882354,0.18140417457305505,0.6326530612244898,0.29411764705882354,0.8127250900360145,0.5263157894736842,0.29411764705882354,0.29411764705882354
