,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
0,0.3565323565323565,0.39215686274509803,0.31200172376642965,0.5111111111111111,0.39215686274509803,0.5568627450980392,0.505050505050505,0.39215686274509803,0.39215686274509803
1,0.39215686274509803,0.39215686274509803,0.39215686274509803,0.6219512195121951,0.39215686274509803,0.8517455762792921,0.6219512195121951,0.39215686274509803,0.39215686274509803
2,0.4233918128654971,0.43137254901960786,0.39279899094140586,0.6627906976744187,0.43137254901960786,0.8148654810761514,0.6081081081081081,0.43137254901960786,0.43137254901960786
3,0.296413086322428,0.3137254901960784,0.24663992518568326,0.4666666666666667,0.3137254901960784,0.5568627450980392,0.4826254826254826,0.3137254901960784,0.3137254901960784
4,0.26432748538011697,0.27450980392156865,0.21171883958261664,0.6063829787234043,0.27450980392156865,0.8456403838130997,0.5487804878048781,0.27450980392156865,0.27450980392156865
5,0.2964130863224281,0.3137254901960784,0.26395232905933363,0.3463414634146341,0.3137254901960784,0.36212338593974175,0.3939393939393939,0.3137254901960784,0.3137254901960784
6,0.44043887147335425,0.45098039215686275,0.4088143094228287,0.6744186046511628,0.45098039215686275,0.8084815321477428,0.6111111111111112,0.45098039215686275,0.45098039215686275
7,0.15,0.17647058823529413,0.06470588235294118,0.09183673469387756,0.17647058823529413,0.03961584633853542,0.4090909090909091,0.17647058823529413,0.17647058823529413
8,0.23056092843326886,0.23529411764705882,0.19387871202639664,0.4222222222222222,0.23529411764705882,0.5708061002178649,0.44878048780487806,0.23529411764705882,0.23529411764705882
9,0.19047619047619047,0.23529411764705882,0.10457516339869281,0.12244897959183673,0.23529411764705882,0.06722689075630252,0.42857142857142855,0.23529411764705882,0.23529411764705882
