,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
0,0.4686411149825784,0.8819672131147541,0.8266521962643514,0.44098360655737706,0.8819672131147541,0.7778661650094061,0.5,0.8819672131147541,0.8819672131147541
1,0.4686411149825784,0.8819672131147541,0.9004055520648884,0.4786476868327402,0.8819672131147541,0.9196312933901174,0.4590443686006826,0.8819672131147541,0.8819672131147541
2,0.4572953736654804,0.8426229508196721,0.8066390525640277,0.43856655290102387,0.8426229508196721,0.7736026408549208,0.47769516728624534,0.8426229508196721,0.8426229508196721
3,0.47952218430034127,0.921311475409836,0.8835785822189895,0.460655737704918,0.921311475409836,0.8488148347218489,0.5,0.921311475409836,0.921311475409836
4,0.47952218430034127,0.921311475409836,0.8835785822189895,0.460655737704918,0.921311475409836,0.8488148347218489,0.5,0.921311475409836,0.921311475409836
5,0.4899665551839465,0.9606557377049181,0.9413783650419432,0.48032786885245904,0.9606557377049181,0.9228594463853803,0.5,0.9606557377049181,0.9606557377049181
6,0.47948717948717945,0.9211822660098522,0.8833901730453455,0.4605911330049261,0.9211822660098522,0.848576767211046,0.5,0.9211822660098522,0.9211822660098522
7,0.42000000000000004,0.7241379310344829,0.6413793103448276,0.3769230769230769,0.7241379310344828,0.5755968169761273,0.47419354838709676,0.7241379310344828,0.7241379310344828
8,0.45721925133689845,0.8423645320197044,0.8063275466926584,0.43846153846153846,0.8423645320197044,0.7732474422129594,0.4776536312849162,0.8423645320197044,0.8423645320197044
9,0.4899497487437186,0.9605911330049262,0.9412827685224151,0.4802955665024631,0.9605911330049262,0.9227353248076877,0.5,0.9605911330049262,0.9605911330049262
