,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
0,0.4572953736654804,0.8426229508196721,0.7706551543083833,0.42131147540983604,0.8426229508196721,0.7100134372480515,0.5,0.8426229508196721,0.8426229508196721
1,0.47952218430034127,0.921311475409836,0.8835785822189895,0.460655737704918,0.921311475409836,0.8488148347218489,0.5,0.921311475409836,0.921311475409836
2,0.4899665551839465,0.9606557377049181,0.9413783650419432,0.48032786885245904,0.9606557377049181,0.9228594463853803,0.5,0.9606557377049181,0.9606557377049181
3,0.4572953736654804,0.8426229508196721,0.7706551543083833,0.42131147540983604,0.8426229508196721,0.7100134372480515,0.5,0.8426229508196721,0.8426229508196721
4,0.4899665551839465,0.9606557377049181,0.9413783650419432,0.48032786885245904,0.9606557377049181,0.9228594463853803,0.5,0.9606557377049181,0.9606557377049181
5,0.4686411149825784,0.8819672131147541,0.8266521962643514,0.44098360655737706,0.8819672131147541,0.7778661650094061,0.5,0.8819672131147541,0.8819672131147541
6,0.4899497487437186,0.9605911330049262,0.9412827685224151,0.4802955665024631,0.9605911330049262,0.9227353248076877,0.5,0.9605911330049262,0.9605911330049262
7,0.46858638743455494,0.8817733990147785,0.8633069403966678,0.45897435897435895,0.8817733990147784,0.8455980800808387,0.4786096256684492,0.8817733990147784,0.8817733990147784
8,0.4572192513368984,0.8423645320197044,0.7702905613656121,0.4211822660098522,0.8423645320197044,0.7095780048047756,0.5,0.8423645320197044,0.8423645320197044
9,0.47948717948717945,0.9211822660098522,0.8833901730453455,0.4605911330049261,0.9211822660098522,0.848576767211046,0.5,0.9211822660098522,0.9211822660098522
